model_name,num_reaction,num_species,trunceated_weak,truncated_strong,is_boundary_network,probability_of_occurrence_strong,probability_of_occurrence_weak
BIOMD0000000248,5,9,0.0,0.0,False,0.0,0.0
BIOMD0000000626,6,6,0.0,0.0,True,0.0,0.0
BIOMD0000000082,6,10,0.0,0.0,False,0.0,0.0
BIOMD0000000712,6,4,0.0,1e-05,True,0.0,0.0
BIOMD0000000519,7,3,0.0,0.0,False,0.0,0.0
BIOMD0000000029,7,6,0.0,0.0,False,0.0,0.0
BIOMD0000000045,8,4,0.0,0.0,False,0.0,0.0
BIOMD0000000462,8,6,0.0,0.0,False,0.0,0.0
BIOMD0000000186,9,11,0.0,0.0,False,0.0,0.0
BIOMD0000000275,9,5,0.0,0.0,True,0.0,0.0
BIOMD0000000168,10,7,0.0,0.0,False,0.0,0.0
BIOMD0000000717,10,4,0.0,0.0,False,0.0,0.0
BIOMD0000000174,10,4,0.0,0.0,False,0.0,0.0
BIOMD0000000257,11,11,,,False,,
BIOMD0000000352,12,6,,,False,,
BIOMD0000000941,12,8,,,True,,
BIOMD0000000288,13,19,,,True,,
BIOMD0000000099,14,7,,,True,,
BIOMD0000000301,15,8,,,True,,
BIOMD0000000949,17,7,,,False,,
BIOMD0000000757,18,10,,,False,,
BIOMD0000000185,20,8,,,True,,
BIOMD0000000391,21,22,,,False,,
BIOMD0000000281,22,32,,,False,,
BIOMD0000000929,24,5,,,True,,
BIOMD0000000580,26,39,,,False,,
BIOMD0000000466,28,34,,,False,,
BIOMD0000000819,30,11,,,False,,
BIOMD0000001039,33,20,,,False,,
BIOMD0000000404,35,29,,,False,,
BIOMD0000000515,40,51,,,False,,
BIOMD0000000093,46,34,,,False,,
BIOMD0000000463,50,39,,,False,,
BIOMD0000000424,58,55,,,False,,
BIOMD0000000652,63,54,,,False,,
BIOMD0000000996,66,23,,,False,,
BIOMD0000000344,80,54,,,False,,
BIOMD0000000088,110,105,,,False,,
BIOMD0000000559,136,90,,,False,,
BIOMD0000000574,576,195,,,False,,
BIOMD0000000369,0,7,,,True,,
BIOMD0000000331,0,7,,,True,,
BIOMD0000000670,0,3,,,True,,
BIOMD0000000945,0,5,,,True,,
BIOMD0000000124,2,2,0.0,0.0,True,0.005315,0.005485
BIOMD0000000962,3,5,0.0,0.0,False,0.0,0.0
BIOMD0000000978,3,4,0.0,0.0,False,0.00548,0.00539
BIOMD0000000383,4,6,0.0,0.0,False,0.0,0.0
BIOMD0000000507,4,3,0.00019,0.0003,True,0.0,0.0
BIOMD0000000785,5,2,0.0,0.0,False,0.00014,0.00016
BIOMD0000000932,5,4,0.0,0.0,False,7e-05,6e-05
BIOMD0000000742,6,2,0.0,0.0,True,1e-05,1e-05
BIOMD0000000487,6,6,0.0,0.0,False,0.0,0.0
BIOMD0000001023,6,3,0.0,2e-05,True,0.0,0.0
BIOMD0000001014,7,5,0.0,0.0,True,0.0,0.0
BIOMD0000000820,7,7,0.0,0.0,True,0.0,0.0
BIOMD0000000803,8,9,0.0,0.0,False,0.0,0.0
BIOMD0000000885,8,4,0.0,0.0,True,0.0,0.0
BIOMD0000000967,9,4,0.0,0.0,False,0.0,0.0
BIOMD0000000663,9,3,0.0,0.0,False,0.0,0.0
BIOMD0000000609,10,5,0.0,0.0,False,0.0,0.0
BIOMD0000000689,10,17,0.0,0.0,False,0.0,0.0
BIOMD0000000203,10,12,0.0,0.0,False,0.0,0.0
BIOMD0000000709,11,5,,,False,,
BIOMD0000000780,12,4,,,True,,
BIOMD0000000213,12,14,,,False,,
BIOMD0000000665,13,8,,,False,,
BIOMD0000000930,14,4,,,True,,
BIOMD0000000664,15,8,,,False,,
BIOMD0000000179,17,7,,,True,,
BIOMD0000000837,17,8,,,True,,
BIOMD0000000759,19,6,,,False,,
BIOMD0000000188,20,20,,,False,,
BIOMD0000000269,22,18,,,False,,
BIOMD0000000086,24,17,,,False,,
BIOMD0000000007,25,22,,,False,,
BIOMD0000000724,28,39,,,False,,
BIOMD0000000697,30,16,,,False,,
BIOMD0000000969,32,28,,,False,,
BIOMD0000000514,35,46,,,False,,
BIOMD0000000437,40,61,,,False,,
BIOMD0000000239,45,59,,,False,,
BIOMD0000000477,49,43,,,False,,
BIOMD0000000501,57,35,,,False,,
BIOMD0000000654,63,54,,,False,,
BIOMD0000001000,66,23,,,False,,
BIOMD0000000250,78,49,,,False,,
BIOMD0000000223,109,86,,,False,,
BIOMD0000000706,127,57,,,False,,
BIOMD0000000469,399,786,,,False,,
BIOMD0000000345,0,13,,,True,,
BIOMD0000000508,0,16,,,True,,
BIOMD0000000901,0,3,,,True,,
BIOMD0000000946,0,7,,,True,,
BIOMD0000000349,0,7,,,True,,
BIOMD0000000982,2,3,0.0,0.0,False,0.057705,0.057795
BIOMD0000000459,3,4,0.0,0.0,False,0.00276,0.00276
BIOMD0000000420,4,2,0.0,0.0,True,0.00024,0.00026
BIOMD0000000851,4,5,0.0,0.0,False,6e-05,7e-05
BIOMD0000000363,4,4,0.0,0.0,False,0.0002,0.00018
BIOMD0000000057,5,6,0.0,0.0,False,4e-05,1e-05
BIOMD0000001057,5,2,0.0,0.0,True,6e-05,7e-05
BIOMD0000000456,6,11,0.0,0.0,False,0.0,0.0
BIOMD0000000310,6,4,0.0,0.0,False,0.0,0.0
BIOMD0000001060,7,2,0.0,0.0,True,0.0,0.0
BIOMD0000001034,7,4,0.0,0.0,False,0.0,0.0
BIOMD0000000783,8,3,0.0,0.0,True,0.0,0.0
BIOMD0000000888,8,4,0.0,0.0,True,0.0,0.0
BIOMD0000001047,8,4,0.0,0.0,True,0.0,0.0
BIOMD0000000719,9,7,0.0,0.0,False,0.0,0.0
BIOMD0000000798,9,5,0.0,0.0,False,0.0,0.0
BIOMD0000000668,10,14,0.0,0.0,False,0.0,0.0
BIOMD0000000991,10,9,0.0,0.0,False,0.0,0.0
BIOMD0000000960,11,8,,,False,,
BIOMD0000000262,11,11,,,False,,
BIOMD0000000528,12,13,,,False,,
BIOMD0000000817,13,8,,,False,,
BIOMD0000000790,14,4,,,True,,
BIOMD0000000977,15,6,,,False,,
BIOMD0000000050,16,14,,,False,,
BIOMD0000000064,17,26,,,False,,
BIOMD0000000389,18,22,,,False,,
BIOMD0000000858,20,10,,,False,,
BIOMD0000000177,21,28,,,False,,
BIOMD0000000726,23,8,,,False,,
BIOMD0000000907,25,34,,,True,,
BIOMD0000000392,27,53,,,False,,
BIOMD0000000261,29,17,,,False,,
BIOMD0000000581,32,28,,,False,,
BIOMD0000000449,34,27,,,False,,
BIOMD0000000015,37,18,,,False,,
BIOMD0000000087,43,55,,,False,,
BIOMD0000000078,48,16,,,False,,
BIOMD0000000604,54,29,,,False,,
BIOMD0000000940,60,20,,,True,,
BIOMD0000000997,65,23,,,False,,
BIOMD0000000723,73,25,,,False,,
BIOMD0000000410,91,53,,,False,,
BIOMD0000000560,117,65,,,False,,
BIOMD0000001046,219,225,,,False,,
BIOMD0000000379,0,12,,,True,,
BIOMD0000000291,0,10,,,True,,
BIOMD0000000644,0,6,,,True,,
BIOMD0000000403,0,4,,,True,,
BIOMD0000000375,0,5,,,True,,
BIOMD0000001045,2,3,0.0,0.0,False,0.057275,0.057499999999999996
BIOMD0000001037,3,2,0.0,0.0,True,0.00204,0.00212
BIOMD0000000385,4,6,0.0,0.0,False,0.0,0.0
BIOMD0000000678,4,4,0.0,0.0,False,0.0,0.0
BIOMD0000001041,4,4,8e-05,7e-05,True,0.0,0.0
BIOMD0000000692,5,8,0.0,0.0,False,0.0,0.0
BIOMD0000000361,5,8,0.0,0.0,False,0.0,0.0
BIOMD0000001038,6,3,3e-05,0.0,True,1e-05,0.0
BIOMD0000000098,6,2,0.0,0.0,False,0.00016,0.00014
BIOMD0000000184,7,3,0.0,0.0,False,1e-05,0.0
BIOMD0000000854,7,4,0.0,0.0,False,0.0,0.0
BIOMD0000000556,8,6,0.0,0.0,False,0.0,0.0
BIOMD0000000296,8,7,0.0,0.0,False,0.0,0.0
BIOMD0000000882,8,4,0.0,0.0,False,0.0,0.0
BIOMD0000000876,9,4,0.0,0.0,False,0.0,0.0
BIOMD0000000763,9,3,0.0,0.0,True,0.0,0.0
BIOMD0000000440,10,11,0.0,0.0,False,0.0,0.0
BIOMD0000001053,10,6,0.0,0.0,False,0.0,0.0
BIOMD0000000791,11,5,,,False,,
BIOMD0000000263,11,11,,,False,,
BIOMD0000000242,12,6,,,False,,
BIOMD0000000619,13,10,,,False,,
BIOMD0000000632,14,9,,,False,,
BIOMD0000000219,15,13,,,False,,
BIOMD0000000396,16,36,,,False,,
BIOMD0000000676,17,15,,,False,,
BIOMD0000000570,18,20,,,False,,
BIOMD0000000195,20,11,,,True,,
BIOMD0000000572,21,26,,,False,,
BIOMD0000000849,23,23,,,False,,
BIOMD0000000720,25,9,,,False,,
BIOMD0000000163,26,16,,,False,,
BIOMD0000000260,29,17,,,False,,
BIOMD0000000725,31,51,,,False,,
BIOMD0000000448,34,27,,,False,,
BIOMD0000000287,37,23,,,False,,
BIOMD0000000422,43,37,,,False,,
BIOMD0000000051,48,18,,,False,,
BIOMD0000000606,54,29,,,False,,
BIOMD0000000505,59,54,,,False,,
BIOMD0000000990,65,23,,,False,,
BIOMD0000000285,72,27,,,False,,
BIOMD0000000326,91,71,,,False,,
BIOMD0000000452,117,109,,,False,,
BIOMD0000000205,205,194,,,False,,
BIOMD0000000343,0,26,,,True,,
BIOMD0000000279,0,3,,,True,,
BIOMD0000000304,0,5,,,True,,
BIOMD0000000548,0,3,,,True,,
BIOMD0000000963,2,3,0.0,0.0,False,0.058295,0.057425000000000004
BIOMD0000000751,3,2,0.0,0.0,True,0.0019950000000000002,0.001895
BIOMD0000000414,3,1,0.0,0.0,True,0.00551,0.00572
BIOMD0000000552,4,3,0.0,0.0,True,0.0,0.0
BIOMD0000000923,4,4,5e-05,0.00011,True,3e-05,1e-05
BIOMD0000000752,5,3,0.0,0.0,True,2e-05,2e-05
BIOMD0000000311,5,4,0.0,0.0,False,0.0,0.0
BIOMD0000000795,6,2,0.0,0.0,True,0.0,1e-05
BIOMD0000000493,6,3,3e-05,3e-05,True,0.0,0.0
BIOMD0000000937,6,3,0.0,0.0,True,0.0,0.0
BIOMD0000000902,7,4,0.0,0.0,False,0.0,0.0
BIOMD0000000830,7,7,0.0,0.0,False,0.0,0.0
BIOMD0000000778,8,3,0.0,0.0,True,0.0,0.0
BIOMD0000001019,8,3,0.0,0.0,False,0.0,0.0
BIOMD0000000360,8,9,0.0,0.0,False,0.0,0.0
BIOMD0000001015,9,6,0.0,0.0,False,0.0,0.0
BIOMD0000000741,10,4,0.0,0.0,True,0.0,0.0
BIOMD0000000886,10,5,0.0,0.0,True,0.0,0.0
BIOMD0000000818,10,11,0.0,0.0,False,0.0,0.0
BIOMD0000000708,11,5,,,False,,
BIOMD0000000958,12,8,,,False,,
BIOMD0000000210,12,18,,,False,,
BIOMD0000000067,13,8,,,False,,
BIOMD0000000320,14,9,,,False,,
BIOMD0000000264,15,14,,,False,,
BIOMD0000000217,16,22,,,False,,
BIOMD0000000216,17,6,,,False,,
BIOMD0000000176,19,25,,,False,,
BIOMD0000000416,20,32,,,True,,
BIOMD0000000443,22,19,,,False,,
BIOMD0000000021,24,10,,,False,,
BIOMD0000000826,25,13,,,False,,
BIOMD0000000481,28,42,,,False,,
BIOMD0000000583,30,23,,,False,,
BIOMD0000000106,32,25,,,False,,
BIOMD0000001029,35,21,,,False,,
BIOMD0000001044,39,30,,,False,,
BIOMD0000000303,45,42,,,False,,
BIOMD0000000638,48,21,,,False,,
BIOMD0000000727,57,30,,,False,,
BIOMD0000000611,62,66,,,False,,
BIOMD0000001002,66,23,,,False,,
BIOMD0000000612,76,37,,,False,,
BIOMD0000000730,108,45,,,False,,
BIOMD0000000543,127,111,,,False,,
BIOMD0000000474,367,133,,,False,,
BIOMD0000000551,0,2,,,True,,
BIOMD0000000278,0,3,,,True,,
BIOMD0000000298,0,10,,,True,,
BIOMD0000000372,0,6,,,True,,
BIOMD0000000418,2,1,0.0,0.0,True,0.02674,0.026505
BIOMD0000000194,3,5,0.0,0.0,False,1e-05,5e-06
BIOMD0000000006,3,4,0.0,0.0,False,0.0,0.0
BIOMD0000000787,4,2,0.0,0.0,True,0.00031,0.0003
BIOMD0000000258,4,3,0.0,0.0,False,0.00037,0.00053
BIOMD0000000782,5,2,0.0,0.0,True,0.0001,0.0001
BIOMD0000000307,5,5,0.0,0.0,False,0.0,0.0
BIOMD0000000390,6,11,0.0,0.0,False,0.0,0.0
BIOMD0000000308,6,6,0.0,0.0,False,0.0,0.0
BIOMD0000001036,6,3,3e-05,0.0,True,0.0,0.0
BIOMD0000000043,7,5,0.0,0.0,False,0.0,0.0
BIOMD0000000039,7,5,0.0,0.0,False,0.0,0.0
BIOMD0000000802,8,4,0.0,0.0,True,0.0,0.0
BIOMD0000000272,8,6,0.0,0.0,False,0.0,0.0
BIOMD0000000405,8,6,0.0,0.0,False,0.0,0.0
BIOMD0000000041,9,10,0.0,0.0,False,0.0,0.0
BIOMD0000000754,10,3,0.0,0.0,True,0.0,0.0
BIOMD0000000662,10,5,0.0,0.0,False,0.0,0.0
BIOMD0000000987,10,9,0.0,0.0,False,0.0,0.0
BIOMD0000000052,11,11,,,False,,
BIOMD0000000351,12,6,,,False,,
BIOMD0000000012,12,6,,,True,,
BIOMD0000001033,13,6,,,False,,
BIOMD0000000240,14,6,,,False,,
BIOMD0000000852,15,6,,,False,,
BIOMD0000000429,16,15,,,False,,
BIOMD0000000028,17,16,,,False,,
BIOMD0000000172,19,25,,,False,,
BIOMD0000000249,20,9,,,False,,
BIOMD0000000736,22,12,,,False,,
BIOMD0000000226,24,24,,,False,,
BIOMD0000000048,25,23,,,False,,
BIOMD0000000431,28,27,,,False,,
BIOMD0000000541,30,37,,,False,,
BIOMD0000000055,32,13,,,False,,
BIOMD0000001028,35,21,,,False,,
BIOMD0000000478,39,33,,,False,,
BIOMD0000000139,45,24,,,False,,
BIOMD0000000666,48,48,,,False,,
BIOMD0000000083,57,19,,,False,,
BIOMD0000000653,62,54,,,False,,
BIOMD0000000334,66,74,,,False,,
BIOMD0000000512,75,39,,,False,,
BIOMD0000000175,102,120,,,False,,
BIOMD0000000939,126,60,,,False,,
BIOMD0000000183,352,67,,,False,,
BIOMD0000000550,0,2,,,True,,
BIOMD0000000522,0,16,,,True,,
BIOMD0000000924,0,6,,,True,,
BIOMD0000000400,0,13,,,True,,
BIOMD0000000150,2,4,0.0,0.0,False,0.019485000000000002,0.019415
BIOMD0000000970,3,5,0.0,0.0,False,0.0,0.0
BIOMD0000000984,3,5,0.0,0.0,False,0.0,0.0
BIOMD0000000553,4,3,0.0,0.0,True,0.0,0.0
BIOMD0000000305,4,9,0.0,0.0,False,0.0,0.0
BIOMD0000000191,5,3,0.0,0.0,False,8e-05,6e-05
BIOMD0000000919,5,2,0.0,0.0,True,9e-05,5e-05
BIOMD0000000804,6,3,3e-05,1e-05,True,1e-05,0.0
BIOMD0000000080,6,10,0.0,0.0,False,0.0,0.0
BIOMD0000001022,6,4,0.0,0.0,False,2e-05,1e-05
BIOMD0000001012,7,4,0.0,0.0,False,0.0,0.0
BIOMD0000000762,7,2,0.0,0.0,True,1e-05,0.0
BIOMD0000000357,8,9,0.0,0.0,False,0.0,0.0
BIOMD0000000306,8,5,0.0,0.0,False,0.0,0.0
BIOMD0000000777,8,3,0.0,0.0,True,0.0,0.0
BIOMD0000000914,9,5,0.0,0.0,True,0.0,0.0
BIOMD0000000026,10,11,0.0,0.0,False,0.0,0.0
BIOMD0000000690,10,17,0.0,0.0,False,0.0,0.0
BIOMD0000000038,10,17,0.0,0.0,False,0.0,0.0
BIOMD0000000126,11,9,,,False,,
BIOMD0000000797,12,4,,,True,,
BIOMD0000000855,12,4,,,False,,
BIOMD0000000928,13,4,,,False,,
BIOMD0000000630,14,6,,,False,,
BIOMD0000000081,15,23,,,False,,
BIOMD0000000364,16,14,,,False,,
BIOMD0000000001,17,12,,,False,,
BIOMD0000000934,19,16,,,False,,
BIOMD0000000857,20,10,,,False,,
BIOMD0000000737,22,12,,,False,,
BIOMD0000000769,24,5,,,False,,
BIOMD0000000475,25,23,,,False,,
BIOMD0000000747,28,33,,,False,,
BIOMD0000000350,30,14,,,False,,
BIOMD0000000447,32,13,,,False,,
BIOMD0000000695,35,12,,,False,,
BIOMD0000000564,38,19,,,False,,
BIOMD0000000333,45,54,,,False,,
BIOMD0000000699,48,36,,,False,,
BIOMD0000000227,57,60,,,False,,
BIOMD0000000446,62,27,,,False,,
BIOMD0000000490,66,33,,,False,,
BIOMD0000000959,75,41,,,False,,
BIOMD0000000578,96,76,,,False,,
BIOMD0000000399,125,100,,,False,,
BIOMD0000000293,316,136,,,False,,
BIOMD0000000643,0,6,,,True,,
BIOMD0000000254,0,4,,,True,,
BIOMD0000000276,0,3,,,True,,
BIOMD0000000377,0,4,,,True,,
BIOMD0000000076,2,3,0.0,0.0,False,0.057115,0.058484999999999995
BIOMD0000000267,3,4,0.0,0.0,False,0.0052,0.00553
BIOMD0000000421,4,2,0.0,0.0,True,0.00024,0.0002
BIOMD0000000866,4,4,0.0,0.0,False,0.0,0.0
BIOMD0000000825,4,3,0.0,0.0,False,0.0,0.0
BIOMD0000000156,5,3,0.0,0.0,False,8e-05,9e-05
BIOMD0000000789,5,4,0.0,0.0,False,0.0,0.0
BIOMD0000000800,6,3,1e-05,2e-05,True,0.0,0.0
BIOMD0000000931,6,3,1e-05,5e-05,True,0.0,0.0
BIOMD0000000773,6,3,0.0,0.0,True,0.0,0.0
BIOMD0000000729,7,3,0.0,0.0,True,0.0,0.0
BIOMD0000000003,7,3,0.0,0.0,True,0.0,0.0
BIOMD0000000898,8,5,0.0,0.0,False,0.0,0.0
BIOMD0000001009,8,6,0.0,0.0,False,0.0,0.0
BIOMD0000000784,9,3,0.0,0.0,True,0.0,0.0
BIOMD0000000749,9,4,0.0,0.0,True,0.0,0.0
BIOMD0000000745,10,5,0.0,0.0,True,0.0,0.0
BIOMD0000000300,10,16,0.0,0.0,True,0.0,0.0
BIOMD0000000756,11,4,,,True,,
BIOMD0000000502,11,21,,,False,,
BIOMD0000000290,12,5,,,False,,
BIOMD0000000190,13,11,,,False,,
BIOMD0000000822,13,8,,,False,,
BIOMD0000000017,14,19,,,False,,
BIOMD0000000942,15,18,,,False,,
BIOMD0000000123,17,14,,,False,,
BIOMD0000000691,18,19,,,False,,
BIOMD0000000009,20,26,,,False,,
BIOMD0000000513,21,31,,,False,,
BIOMD0000000228,22,9,,,False,,
BIOMD0000000779,25,6,,,True,,
BIOMD0000000842,26,18,,,False,,
BIOMD0000000482,29,23,,,False,,
BIOMD0000000409,31,24,,,False,,
BIOMD0000000149,33,28,,,False,,
BIOMD0000000089,36,16,,,False,,
BIOMD0000000220,42,58,,,False,,
BIOMD0000000018,47,33,,,False,,
BIOMD0000000576,52,42,,,False,,
BIOMD0000000610,58,29,,,False,,
BIOMD0000000648,64,54,,,False,,
BIOMD0000000535,71,42,,,False,,
BIOMD0000000491,86,57,,,False,,
BIOMD0000000339,115,54,,,False,,
BIOMD0000000049,150,99,,,False,,
BIOMD0000000680,0,4,,,True,,
BIOMD0000000532,0,4,,,True,,
BIOMD0000000538,0,3,,,True,,
BIOMD0000000376,0,11,,,True,,
BIOMD0000000936,2,1,0.0,0.0,True,0.026775,0.02647
BIOMD0000000461,3,4,0.0,0.0,False,0.00265,0.00274
BIOMD0000000384,4,6,0.0,0.0,False,0.0,0.0
BIOMD0000000309,4,4,0.0,0.0,False,0.0,0.0
BIOMD0000000776,4,2,0.0,0.0,False,0.00098,0.00106
BIOMD0000000455,5,9,0.0,0.0,False,0.0,0.0
BIOMD0000000415,5,10,0.0,0.0,False,0.0,0.0
BIOMD0000000157,6,3,0.0,0.0,False,2e-05,0.0
BIOMD0000000878,6,3,4e-05,1e-05,True,0.0,0.0
BIOMD0000000148,6,7,0.0,0.0,True,0.0,0.0
BIOMD0000000066,7,11,0.0,0.0,False,0.0,0.0
BIOMD0000000573,7,2,0.0,0.0,False,0.0,0.0
BIOMD0000000084,8,8,0.0,0.0,False,0.0,0.0
BIOMD0000000075,8,13,0.0,0.0,False,0.0,0.0
BIOMD0000000591,9,8,0.0,0.0,False,0.0,0.0
BIOMD0000000827,9,10,0.0,0.0,False,0.0,0.0
BIOMD0000000432,10,11,0.0,0.0,False,0.0,0.0
BIOMD0000000881,10,4,0.0,0.0,True,0.0,0.0
BIOMD0000000540,11,22,,,False,,
BIOMD0000000880,11,4,,,True,,
BIOMD0000000442,12,13,,,False,,
BIOMD0000000971,13,8,,,False,,
BIOMD0000000218,14,13,,,False,,
BIOMD0000000215,14,7,,,True,,
BIOMD0000000981,15,12,,,False,,
BIOMD0000000122,17,14,,,False,,
BIOMD0000000500,18,14,,,False,,
BIOMD0000000143,20,20,,,False,,
BIOMD0000000211,21,27,,,False,,
BIOMD0000000587,23,10,,,False,,
BIOMD0000000750,25,8,,,False,,
BIOMD0000000173,26,26,,,False,,
BIOMD0000000718,29,16,,,False,,
BIOMD0000000237,31,26,,,False,,
BIOMD0000000362,33,34,,,False,,
BIOMD0000000511,36,46,,,False,,
BIOMD0000000270,42,33,,,False,,
BIOMD0000000734,47,23,,,False,,
BIOMD0000000810,53,14,,,False,,
BIOMD0000000605,58,29,,,False,,
BIOMD0000000577,64,32,,,False,,
BIOMD0000000534,71,41,,,False,,
BIOMD0000000480,88,41,,,False,,
BIOMD0000000338,115,54,,,False,,
BIOMD0000000153,152,75,,,False,,
BIOMD0000000900,6,3,1e-05,2e-05,True,0.0,1e-05
BIOMD0000000128,3,3,0.00077,0.00062,True,0.00025,0.00035
BIOMD0000000884,6,3,0.0,3e-05,True,0.0,0.0
BIOMD0000000904,7,4,0.0,1e-05,True,0.0,0.0
BIOMD0000000980,4,5,1e-05,0.0,False,0.0,0.0
BIOMD0000000838,6,3,0.0,2e-05,True,0.0,0.0
BIOMD0000000894,6,3,1e-05,1e-05,True,1e-05,0.0
BIOMD0000000733,6,3,0.0,3e-05,True,0.0,0.0
BIOMD0000000944,6,3,1e-05,2e-05,True,0.0,0.0
BIOMD0000001030,6,3,1e-05,1e-05,True,0.0,0.0
BIOMD0000000912,6,3,1e-05,2e-05,True,0.0,0.0
BIOMD0000000890,6,3,0.0,0.0,True,0.0,0.0
BIOMD0000000060,3,4,0.00037,0.00037,False,0.00089,0.00096
BIOMD0000000312,4,3,0.00028,0.0003,True,0.0,0.0
BIOMD0000000906,6,3,0.0,0.0,True,0.0,0.0
BIOMD0000000657,3,3,0.00066,0.00066,True,0.00026,0.000285
BIOMD0000000732,6,5,0.0,0.0,False,0.0,0.0
BIOMD0000000933,3,3,0.00068,0.00076,True,0.00025,0.00031
BIOMD0000000979,4,5,1e-05,1e-05,False,0.0,0.0
BIOMD0000000079,6,3,3e-05,2e-05,True,1e-05,0.0
BIOMD0000000922,3,3,0.00065,0.00069,True,0.00027,0.00026
BIOMD0000000891,6,3,2e-05,3e-05,True,0.0,0.0
BIOMD0000001010,4,3,0.0003,0.00028,True,0.0,0.0
BIOMD0000000507,4,3,0.00028,0.00035,True,0.0,0.0
BIOMD0000001023,6,3,1e-05,3e-05,True,0.0,0.0
BIOMD0000001041,4,4,0.00011,5e-05,True,0.0,0.0
BIOMD0000001038,6,3,2e-05,2e-05,True,1e-05,0.0
BIOMD0000000923,4,4,0.0001,8e-05,True,3e-05,1e-05
BIOMD0000000493,6,3,2e-05,3e-05,True,0.0,0.0
BIOMD0000000937,6,3,1e-05,2e-05,True,0.0,0.0
BIOMD0000001036,6,3,1e-05,2e-05,True,0.0,0.0
BIOMD0000000804,6,3,3e-05,2e-05,True,1e-05,0.0
BIOMD0000000800,6,3,1e-05,4e-05,True,0.0,0.0
BIOMD0000000931,6,3,2e-05,2e-05,True,0.0,0.0
BIOMD0000000878,6,3,0.0,1e-05,True,0.0,0.0
BIOMD0000000900,6,3,1e-05,1e-05,True,0.0,1e-05
BIOMD0000000128,3,3,0.00078,0.00083,True,0.00025,0.00035
BIOMD0000000884,6,3,2e-05,5e-05,True,0.0,0.0
BIOMD0000000980,4,5,1e-05,1e-05,False,0.0,0.0
BIOMD0000000838,6,3,1e-05,2e-05,True,0.0,0.0
BIOMD0000000894,6,3,2e-05,1e-05,True,1e-05,0.0
BIOMD0000000733,6,3,1e-05,0.0,True,0.0,0.0
BIOMD0000000944,6,3,2e-05,2e-05,True,0.0,0.0
BIOMD0000000419,6,3,3e-05,1e-05,True,0.0,0.0
BIOMD0000001030,6,3,3e-05,2e-05,True,0.0,0.0
BIOMD0000000912,6,3,5e-05,1e-05,True,0.0,0.0
BIOMD0000000890,6,3,3e-05,1e-05,True,0.0,0.0
BIOMD0000000060,3,4,0.00024,0.0003,False,0.00089,0.00096
BIOMD0000000312,4,3,0.00034,0.00024,True,0.0,0.0
BIOMD0000000906,6,3,0.0,2e-05,True,0.0,0.0
BIOMD0000000657,3,3,0.00083,0.00063,True,0.00026,0.000285
BIOMD0000000732,6,5,1e-05,0.0,False,0.0,0.0
BIOMD0000000657,3,3,0.00086,0.00059,True,0.00026,0.000285
BIOMD0000000933,3,3,0.00064,0.00087,True,0.00025,0.00031
BIOMD0000000979,4,5,1e-05,4e-05,False,0.0,0.0
BIOMD0000000079,6,3,3e-05,3e-05,True,1e-05,0.0
BIOMD0000000893,6,3,2e-05,0.0,True,0.0,0.0
BIOMD0000000922,3,3,0.00069,0.00086,True,0.00027,0.00026
BIOMD0000000911,6,3,3e-05,3e-05,True,0.0,0.0
BIOMD0000000891,6,3,0.0,0.0,True,0.0,0.0
BIOMD0000001010,4,3,0.00026,0.00036,True,0.0,0.0
BIOMD0000000712,6,4,2e-05,0.0,True,0.0,0.0
BIOMD0000000507,4,3,0.00031,0.00039,True,0.0,0.0
BIOMD0000001023,6,3,2e-05,1e-05,True,0.0,0.0
BIOMD0000001041,4,4,9e-05,9e-05,True,0.0,0.0
BIOMD0000001038,6,3,1e-05,2e-05,True,1e-05,0.0
BIOMD0000000923,4,4,4e-05,8e-05,True,3e-05,1e-05
BIOMD0000000493,6,3,0.0,3e-05,True,0.0,0.0
BIOMD0000000937,6,3,3e-05,3e-05,True,0.0,0.0
BIOMD0000001036,6,3,0.0,1e-05,True,0.0,0.0
BIOMD0000000804,6,3,0.0,1e-05,True,1e-05,0.0
BIOMD0000000800,6,3,3e-05,2e-05,True,0.0,0.0
BIOMD0000000931,6,3,2e-05,0.0,True,0.0,0.0
BIOMD0000000773,6,3,1e-05,0.0,True,0.0,0.0
